DATAFLOW,LAST UPDATE,freq,unit,sex,age,isced11,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Hungary,2019,77.5,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Hungary,2020,77.2,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Hungary,2021,78.1,b,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Hungary,2022,79.0,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Hungary,2023,79.2,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Hungary,2024,78.7,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Ireland,2015,70.3,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Ireland,2016,71.8,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Ireland,2017,73.0,b,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Ireland,2018,74.1,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Ireland,2019,75.0,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Ireland,2020,73.2,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Ireland,2021,74.3,b,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Ireland,2022,78.2,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Ireland,2023,78.2,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Ireland,2024,78.4,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Iceland,2015,87.1,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Iceland,2016,89.4,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Iceland,2017,88.6,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Iceland,2018,87.5,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Iceland,2019,86.2,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Iceland,2020,82.6,b,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Iceland,2021,82.5,b,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Iceland,2022,85.2,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Iceland,2023,85.9,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Iceland,2024,88.1,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Italy,2015,65.5,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Italy,2016,66.5,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Italy,2017,67.1,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Italy,2018,67.7,b,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Italy,2019,68.1,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Italy,2020,67.2,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Italy,2021,67.1,b,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Italy,2022,69.2,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Italy,2023,70.4,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Italy,2024,71.1,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Lithuania,2015,68.0,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Lithuania,2016,70.0,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Lithuania,2017,70.6,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Lithuania,2018,73.3,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Lithuania,2019,73.5,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Lithuania,2020,72.2,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Lithuania,2021,72.9,b,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Lithuania,2022,73.9,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Lithuania,2023,73.7,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Lithuania,2024,74.2,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Luxembourg,2015,71.3,b,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Luxembourg,2016,70.5,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Luxembourg,2017,69.9,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Luxembourg,2018,70.6,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Luxembourg,2019,72.1,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Luxembourg,2020,70.4,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Luxembourg,2021,72.6,b,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Luxembourg,2022,73.0,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Luxembourg,2023,73.6,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Luxembourg,2024,72.1,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Latvia,2015,69.9,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Latvia,2016,70.0,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Latvia,2017,71.9,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Latvia,2018,73.6,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Latvia,2019,73.9,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Latvia,2020,73.1,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Latvia,2021,71.9,b,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Latvia,2022,72.5,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Latvia,2023,72.7,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Latvia,2024,72.3,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Montenegro,2015,56.0,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Montenegro,2016,57.3,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Montenegro,2017,59.4,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Montenegro,2018,61.0,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Montenegro,2019,62.3,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Montenegro,2020,56.1,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,North Macedonia,2015,56.6,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,North Macedonia,2016,58.6,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,North Macedonia,2017,60.5,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,North Macedonia,2018,61.4,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,North Macedonia,2019,64.4,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,North Macedonia,2020,63.7,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Malta,2015,77.0,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Malta,2016,78.9,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Malta,2017,80.1,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Malta,2018,80.7,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Malta,2019,81.4,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Malta,2020,80.7,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Malta,2021,81.9,b,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Malta,2022,82.4,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Malta,2023,84.1,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Malta,2024,85.4,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Netherlands,2015,79.0,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Netherlands,2016,79.6,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Netherlands,2017,80.4,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Netherlands,2018,81.6,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Netherlands,2019,82.2,b,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Netherlands,2020,81.6,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Netherlands,2021,83.6,b,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Netherlands,2022,85.4,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Netherlands,2023,86.0,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Netherlands,2024,85.7,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Norway,2015,76.5,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Norway,2016,75.7,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Norway,2017,75.6,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Norway,2018,76.9,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Norway,2019,77.4,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Norway,2020,76.6,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Norway,2021,78.2,b,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Norway,2022,80.0,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Norway,2023,79.4,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Norway,2024,79.0,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Poland,2015,69.2,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Poland,2016,71.0,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Poland,2017,72.8,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Poland,2018,74.0,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Poland,2019,75.5,b,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Poland,2020,75.9,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Poland,2021,76.8,b,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Poland,2022,77.4,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Poland,2023,77.8,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Poland,2024,77.8,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Portugal,2015,66.9,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Portugal,2016,68.2,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Portugal,2017,71.0,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Portugal,2018,72.6,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Portugal,2019,73.5,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Portugal,2020,71.4,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Portugal,2021,72.2,b,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Portugal,2022,73.9,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Portugal,2023,74.7,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Portugal,2024,75.3,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Romania,2015,69.5,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Romania,2016,69.7,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Romania,2017,71.8,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Romania,2018,73.2,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Romania,2019,74.6,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Romania,2020,74.4,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Romania,2021,71.1,b,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Romania,2022,71.5,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Romania,2023,71.7,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Romania,2024,72.0,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Serbia,2015,59.3,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Serbia,2016,61.9,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Serbia,2017,63.9,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Serbia,2018,65.7,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Serbia,2019,67.2,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Serbia,2020,67.8,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Serbia,2021,68.6,b,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Serbia,2022,70.5,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Serbia,2023,70.5,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Serbia,2024,71.7,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Sweden,2015,77.0,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Sweden,2016,77.5,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Sweden,2017,78.3,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Sweden,2018,78.8,b,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Sweden,2019,78.8,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Sweden,2020,77.4,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Sweden,2021,77.1,b,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Sweden,2022,79.2,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Sweden,2023,79.1,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Sweden,2024,78.1,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Slovenia,2015,69.2,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Slovenia,2016,68.9,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Slovenia,2017,72.5,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Slovenia,2018,74.5,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Slovenia,2019,74.8,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Slovenia,2020,73.7,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Slovenia,2021,74.5,b,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Slovenia,2022,76.2,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Slovenia,2023,75.4,b,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Slovenia,2024,76.0,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Slovakia,2015,69.5,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Slovakia,2016,71.4,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Slovakia,2017,72.0,,
