DATAFLOW,LAST UPDATE,freq,hhtyp,indic_il,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Belgium,2019,17055,b,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Belgium,2020,16834,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Belgium,2021,17516,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Belgium,2022,18216,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Belgium,2023,19235,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Belgium,2024,20445,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Bulgaria,2015,4658,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Bulgaria,2016,4781,b,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Bulgaria,2017,5030,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Bulgaria,2018,5071,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Bulgaria,2019,5405,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Bulgaria,2020,5461,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Bulgaria,2021,6271,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Bulgaria,2022,6053,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Bulgaria,2023,8178,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Bulgaria,2024,9648,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Switzerland,2015,24895,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Switzerland,2016,25437,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Switzerland,2017,25305,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Switzerland,2018,25152,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Switzerland,2019,24840,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Switzerland,2020,23645,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Switzerland,2021,23616,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Switzerland,2022,24933,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Switzerland,2023,25587,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Cyprus,2015,13518,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Cyprus,2016,14159,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Cyprus,2017,14480,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Cyprus,2018,15850,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Cyprus,2019,16908,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Cyprus,2020,15807,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Cyprus,2021,15844,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Cyprus,2022,17020,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Cyprus,2023,16940,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Cyprus,2024,19302,b,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Czechia,2015,8855,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Czechia,2016,9275,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Czechia,2017,9312,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Czechia,2018,9713,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Czechia,2019,10102,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Czechia,2020,10319,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Czechia,2021,10292,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Czechia,2022,11044,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Czechia,2023,12244,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Czechia,2024,13192,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Germany,2015,16731,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Germany,2016,17076,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Germany,2017,17395,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Germany,2018,18237,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Germany,2019,18629,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Germany,2020,19694,b,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Germany,2021,19657,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Germany,2022,19711,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Germany,2023,20204,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Germany,2024,20796,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Denmark,2015,16183,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Denmark,2016,17133,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Denmark,2017,16772,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Denmark,2018,17207,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Denmark,2019,17990,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Denmark,2020,17343,b,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Denmark,2021,18085,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Denmark,2022,18127,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Denmark,2023,18106,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Denmark,2024,19162,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2018,16726,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019,17042,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020,17202,b,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021,17250,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Euro area - 18 countries (2014),2018,16823,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Euro area - 18 countries (2014),2019,17132,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Euro area - 18 countries (2014),2020,17291,b,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Euro area - 19 countries  (2015-2022),2018,16726,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Euro area - 19 countries  (2015-2022),2019,17042,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Euro area - 19 countries  (2015-2022),2020,17202,b,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Euro area - 19 countries  (2015-2022),2021,17250,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Euro area – 20 countries (from 2023),2015,15714,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Euro area – 20 countries (from 2023),2016,16313,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Euro area – 20 countries (from 2023),2017,16369,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Euro area – 20 countries (from 2023),2018,16685,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Euro area – 20 countries (from 2023),2019,16975,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Euro area – 20 countries (from 2023),2020,17134,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Euro area – 20 countries (from 2023),2021,17192,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Euro area – 20 countries (from 2023),2022,17667,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Euro area – 20 countries (from 2023),2023,18589,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Euro area – 20 countries (from 2023),2024,19639,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Estonia,2015,6137,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Estonia,2016,6719,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Estonia,2017,6947,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Estonia,2018,7310,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Estonia,2019,8208,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Estonia,2020,8294,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Estonia,2021,8602,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Estonia,2022,9422,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Estonia,2023,8956,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Estonia,2024,10104,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Greece,2015,8708,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Greece,2016,8951,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Greece,2017,8744,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Greece,2018,8707,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Greece,2019,9115,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Greece,2020,9344,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Greece,2021,9160,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Greece,2022,10044,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Greece,2023,10584,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Greece,2024,11233,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Spain,2015,13604,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Spain,2016,14172,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Spain,2017,13901,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Spain,2018,14179,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Spain,2019,14778,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Spain,2020,15341,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Spain,2021,14826,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Spain,2022,15698,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Spain,2023,16939,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Spain,2024,18859,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,15328,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,15667,e,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),European Union - 27 countries (2007-2013),2018,15371,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),European Union - 27 countries (2007-2013),2019,15709,e,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),European Union - 27 countries (from 2020),2018,15344,e,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),European Union - 27 countries (from 2020),2019,15700,e,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),European Union - 27 countries (from 2020),2020,15785,b,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),European Union - 27 countries (from 2020),2021,15979,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),European Union - 27 countries (from 2020),2022,16544,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),European Union - 27 countries (from 2020),2023,17456,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),European Union - 27 countries (from 2020),2024,18582,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),European Union - 28 countries (2013-2020),2018,15328,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),European Union - 28 countries (2013-2020),2019,15667,e,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Finland,2015,14025,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Finland,2016,14939,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Finland,2017,14861,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Finland,2018,14657,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Finland,2019,14991,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Finland,2020,14947,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Finland,2021,15051,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Finland,2022,15531,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Finland,2023,16402,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Finland,2024,17695,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),France,2015,18257,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),France,2016,19165,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),France,2017,19043,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),France,2018,18759,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),France,2019,18407,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),France,2020,17322,b,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),France,2021,17297,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),France,2022,17980,b,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),France,2023,19489,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),France,2024,20566,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Croatia,2015,5947,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Croatia,2016,6348,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Croatia,2017,6056,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Croatia,2018,6434,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Croatia,2019,7050,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Croatia,2020,7047,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Croatia,2021,7127,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Purchasing power standard (PPS),Croatia,2022,7590,,
