DATAFLOW,LAST UPDATE,freq,unit,airpol,src_crf,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Croatia,2018,18262.21,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Croatia,2019,18436.15,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Croatia,2020,17045.42,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Croatia,2021,17708.98,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Croatia,2022,18172.65,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Hungary,2013,43996.77,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Hungary,2014,44177.55,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Hungary,2015,47118.68,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Hungary,2016,47624.91,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Hungary,2017,50103.85,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Hungary,2018,50217.1,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Hungary,2019,50016.29,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Hungary,2020,47416.14,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Hungary,2021,48705.75,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Hungary,2022,46070.38,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Ireland,2013,39284.34,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Ireland,2014,39073.97,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Ireland,2015,41233.15,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Ireland,2016,42948.4,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Ireland,2017,42113.1,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Ireland,2018,42291.44,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Ireland,2019,40642.85,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Ireland,2020,36302.27,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Ireland,2021,38859.55,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Ireland,2022,39734.29,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Iceland,2013,3986.64,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Iceland,2014,4025.49,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Iceland,2015,4215.18,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Iceland,2016,4410.55,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Iceland,2017,4757.66,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Iceland,2018,4952.14,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Iceland,2019,4512.47,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Iceland,2020,3601.93,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Iceland,2021,3920.53,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Iceland,2022,4344.12,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Italy,2013,379136.41,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Italy,2014,359152.49,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Italy,2015,371505.52,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Italy,2016,369112.53,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Italy,2017,364581.37,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Italy,2018,361791.95,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Italy,2019,352829.76,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Italy,2020,307106.6,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Italy,2021,343376.96,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Italy,2022,347931.86,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Lithuania,2013,13390.92,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Lithuania,2014,13118.96,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Lithuania,2015,13333.45,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Lithuania,2016,13442.46,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Lithuania,2017,13637.64,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Lithuania,2018,13848.18,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Lithuania,2019,14077.2,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Lithuania,2020,13725.29,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Lithuania,2021,14036.58,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Lithuania,2022,13295.7,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Luxembourg,2013,11452.78,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Luxembourg,2014,11031.44,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Luxembourg,2015,10715.34,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Luxembourg,2016,10610.69,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Luxembourg,2017,10981.83,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Luxembourg,2018,11405.39,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Luxembourg,2019,11559.85,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Luxembourg,2020,9711.42,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Luxembourg,2021,10287.53,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Luxembourg,2022,9214.62,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Latvia,2013,7759.19,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Latvia,2014,7526.75,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Latvia,2015,7607.17,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Latvia,2016,7601.49,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Latvia,2017,7661.62,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Latvia,2018,8337.01,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Latvia,2019,8140.05,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Latvia,2020,7188.52,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Latvia,2021,7489.8,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Latvia,2022,7065.17,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Malta,2013,2751.6,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Malta,2014,2757.52,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Malta,2015,2057.04,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Malta,2016,1757.48,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Malta,2017,1963.01,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Malta,2018,2017.57,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Malta,2019,2154.34,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Malta,2020,1794.21,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Malta,2021,1858.09,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Malta,2022,2156.19,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Netherlands,2013,175639.56,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Netherlands,2014,168598.28,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Netherlands,2015,175574.57,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Netherlands,2016,176734.08,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Netherlands,2017,174544.94,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Netherlands,2018,170640.87,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Netherlands,2019,164743.19,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Netherlands,2020,143720.8,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Netherlands,2021,147478.76,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Netherlands,2022,137241.36,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Norway,2013,46111.77,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Norway,2014,46636.1,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Norway,2015,47124.66,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Norway,2016,46273.5,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Norway,2017,45833.48,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Norway,2018,46226.98,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Norway,2019,44544.43,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Norway,2020,41794.84,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Norway,2021,41539.69,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Norway,2022,42160.73,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Poland,2013,323874.33,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Poland,2014,311766.47,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Poland,2015,315156.88,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Poland,2016,326061.07,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Poland,2017,339808.74,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Poland,2018,339534.66,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Poland,2019,321378.34,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Poland,2020,304331.96,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Poland,2021,333174.82,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Poland,2022,318364.01,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Portugal,2013,51137.81,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Portugal,2014,51101.69,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Portugal,2015,55535.46,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Portugal,2016,53831.65,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Portugal,2017,59160.59,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Portugal,2018,55601.49,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Portugal,2019,52114.09,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Portugal,2020,43447.4,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Portugal,2021,42464.57,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Portugal,2022,44980.43,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Romania,2013,79092.95,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Romania,2014,79711.4,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Romania,2015,78524.11,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Romania,2016,77182,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Romania,2017,80163.87,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Romania,2018,80050.38,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Romania,2019,76913.96,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Romania,2020,73851.8,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Romania,2021,77516.72,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Romania,2022,73267.16,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Sweden,2013,47441.54,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Sweden,2014,45741.34,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Sweden,2015,45585.81,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Sweden,2016,45941.49,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Sweden,2017,45191.77,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Sweden,2018,44846.58,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Sweden,2019,43477.96,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Sweden,2020,37629.42,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Sweden,2021,39619.88,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Sweden,2022,38018.94,,
ESTAT:ENV_AIR_GGE(1.0),18/04/24 11:00:00,Annual,Thousand tonnes,Carbon dioxide,"Total (excluding LULUCF and memo items, including international aviation)",Slovenia,2013,15200.78,,
